last_date,location_type,location_id,location_name,metric_id,category,metric_name,attribute,unit,value,source_description,
2020-08-02,LGA,10600,Bellingen (A),3_108,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved (no.),number,n/a,Services Australia,
2020-08-02,LGA,10600,Bellingen (A),3_109,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved ($),$,n/a,Services Australia,
2020-08-02,LGA,10600,Bellingen (A),3_110,Human and Social Recovery,Additional payment for children,Applications approved (no.),number,65,Services Australia,
2020-08-02,LGA,10600,Bellingen (A),3_111,Human and Social Recovery,Additional payment for children,Applications approved ($),$,"$26,000 ",Services Australia,
2020-09-02,LGA,10600,Bellingen (A),4_101,Economic Recovery,"Small business support grants ($10,000)",Applications approved (no.),number,92,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-02,LGA,10600,Bellingen (A),4_102,Economic Recovery,"Small business support grants ($10,000)",Applications approved ($),$,"$920,000 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,10600,Bellingen (A),4_103,Economic Recovery,"Small business grants ($50,000)",Applications approved (no.),number,3,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,10600,Bellingen (A),4_104,Economic Recovery,"Small business grants ($50,000)",Applications approved ($),$,"$96,299 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-08-30,LGA,10600,Bellingen (A),4_105,Economic Recovery,Primary producer grants,Applications approved (no.),number,< 5,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-08-30,LGA,10600,Bellingen (A),4_106,Economic Recovery,Primary producer grants,Applications approved ($),$,"$221,093 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-08-30,LGA,10600,Bellingen (A),4_107,Economic Recovery,Concessional loans,Applications approved ($),$,$0 ,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2018-12-31,LGA,10900,Blue Mountains (C),1_101,Local Government Area Profile,,Total people (no.),number,"79,118","ABS Cat No 3218.0 – Regional Population Growth, Australia, 2018-19",
2016-06-01,LGA,10900,Blue Mountains (C),1_102,Local Government Area Profile,,Main towns,,"Blue Mountains (29,319), Blackheath (4,265)",ABS Census of Population and Housing 2016,
2018-12-31,LGA,10900,Blue Mountains (C),1_103,Local Government Area Profile,,Aboriginal and Torres Strait Islander Peoples (%),%,2.40%,"ABS Cat No 1410.0 - Data by Region, 2013-18; Aboriginal and Torres Strait Islander Peoples - Census",
2017-06-30,LGA,10900,Blue Mountains (C),1_104,Local Government Area Profile,,Median Age of Earners,years,47,"ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2018-06-30,LGA,10900,Blue Mountains (C),1_105,Local Government Area Profile,,Median Income ($),$,"$48,325 ","ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2019-12-01,LGA,10900,Blue Mountains (C),1_106,Local Government Area Profile,,Unemployment rate (%),%,4.10%,"Department of Education, Skills and Employment Small Area Labour Markets publication, December quarter 2019 – data missing for some LGAs)",
2016-12-31,LGA,10900,Blue Mountains (C),1_107,Local Government Area Profile,,"SEIFA Decile (1-10, 1 = most disadvantaged)",decile,9,"2033.0.55.001 - Census of Population and Housing: Socio-Economic Indexes for Areas (SEIFA), Australia, 2016",
2019-06-01,LGA,10900,Blue Mountains (C),1_108,Local Government Area Profile,,Total businesses,count,"5,552","8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2019-06-01,LGA,10900,Blue Mountains (C),1_109,Local Government Area Profile,,Small business,count,"5,476","8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2016-12-31,LGA,10900,Blue Mountains (C),1_110,Local Government Area Profile,,1st largest industry,,Education and training,"ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,10900,Blue Mountains (C),1_111,Local Government Area Profile,,2nd largest industry,,Health care and social assistance,"ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,10900,Blue Mountains (C),1_112,Local Government Area Profile,,3rd largest industry,,Public administration and safety,"ABS Census of Popluation and Housing, 2016",
2016-06-30,LGA,10900,Blue Mountains (C),1_113,Local Government Area Profile,,1st highest value product,,"Nurseries, cut flowers or cultivated turf","7121.0 - Agricultural Comoddities, Australia, 2015-16",
2016-06-30,LGA,10900,Blue Mountains (C),1_114,Local Government Area Profile,,2nd highest value product,,Livestock slaughtered and other disposals,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2016-06-30,LGA,10900,Blue Mountains (C),1_115,Local Government Area Profile,,3rd highest value product,,Fruit and nuts (excluding grapes),"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2020-05-15,LGA,10900,Blue Mountains (C),2_101,Bushfire Impact,,Total area affected,,688 sq km (48% of LGA),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-15,LGA,10900,Blue Mountains (C),2_102,Bushfire Impact,,Bushland and forests affected,,618 sq km (55% of bushland and forests),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-15,LGA,10900,Blue Mountains (C),2_103,Bushfire Impact,,Agricultural land affected,,0 sq km (0% of agricultural land),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-03-17,LGA,10900,Blue Mountains (C),2_104,Bushfire Impact,,Houses damaged/destroyed,, 22 / 10,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-03-17,LGA,10900,Blue Mountains (C),2_105,Bushfire Impact,,Outbuildings damaged/destroyed,,30 / 36,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-12,LGA,10900,Blue Mountains (C),3_101,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,A (individual),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,10900,Blue Mountains (C),3_102,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,B (public assests),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,10900,Blue Mountains (C),3_103,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,C (community),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,10900,Blue Mountains (C),3_104,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,D (exceptional),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-08-20,LGA,10900,Blue Mountains (C),3_105,Human and Social Recovery,LGA Grants Program,Support received,$,"$1,300,000 ",LGA support status NBRA analysis,
2020-08-02,LGA,10900,Blue Mountains (C),3_106,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved (no.),number,82,Services Australia,
2020-08-02,LGA,10900,Blue Mountains (C),3_107,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved ($),$,"$740,858 ",Services Australia,
2020-08-02,LGA,10900,Blue Mountains (C),3_108,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved (no.),number,"8,856",Services Australia,
2020-08-02,LGA,10900,Blue Mountains (C),3_109,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved ($),$,"$10,435,000 ",Services Australia,
2020-08-02,LGA,10900,Blue Mountains (C),3_110,Human and Social Recovery,Additional payment for children,Applications approved (no.),number,"4,115",Services Australia,
2020-08-02,LGA,10900,Blue Mountains (C),3_111,Human and Social Recovery,Additional payment for children,Applications approved ($),$,"$1,646,000 ",Services Australia,
2020-09-02,LGA,10900,Blue Mountains (C),4_101,Economic Recovery,"Small business support grants ($10,000)",Applications approved (no.),number,"1,282",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-02,LGA,10900,Blue Mountains (C),4_102,Economic Recovery,"Small business support grants ($10,000)",Applications approved ($),$,"$12,820,000 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,10900,Blue Mountains (C),4_103,Economic Recovery,"Small business grants ($50,000)",Applications approved (no.),number,34,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,10900,Blue Mountains (C),4_104,Economic Recovery,"Small business grants ($50,000)",Applications approved ($),$,"$637,976 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-08-30,LGA,10900,Blue Mountains (C),4_105,Economic Recovery,Primary producer grants,Applications approved (no.),number,< 5,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-08-30,LGA,10900,Blue Mountains (C),4_106,Economic Recovery,Primary producer grants,Applications approved ($),$,"$93,021 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-08-30,LGA,10900,Blue Mountains (C),4_107,Economic Recovery,Concessional loans,Applications approved ($),$,"$1,169,000 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2018-12-31,LGA,11350,Byron (A),1_101,Local Government Area Profile,,Total people (no.),number,"35,081","ABS Cat No 3218.0 – Regional Population Growth, Australia, 2018-19",
2016-06-01,LGA,11350,Byron (A),1_102,Local Government Area Profile,,Main towns,,"Byron Bay (9,246), Bangalow (1,689), Brunswick Heads (1,559)",ABS Census of Population and Housing 2016,
2018-12-31,LGA,11350,Byron (A),1_103,Local Government Area Profile,,Aboriginal and Torres Strait Islander Peoples (%),%,1.80%,"ABS Cat No 1410.0 - Data by Region, 2013-18; Aboriginal and Torres Strait Islander Peoples - Census",
2017-06-30,LGA,11350,Byron (A),1_104,Local Government Area Profile,,Median Age of Earners,years,45,"ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2018-06-30,LGA,11350,Byron (A),1_105,Local Government Area Profile,,Median Income ($),$,"$33,747 ","ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2019-12-01,LGA,11350,Byron (A),1_106,Local Government Area Profile,,Unemployment rate (%),%,3.70%,"Department of Education, Skills and Employment Small Area Labour Markets publication, December quarter 2019 – data missing for some LGAs)",
2016-12-31,LGA,11350,Byron (A),1_107,Local Government Area Profile,,"SEIFA Decile (1-10, 1 = most disadvantaged)",decile,8,"2033.0.55.001 - Census of Population and Housing: Socio-Economic Indexes for Areas (SEIFA), Australia, 2016",
2019-06-01,LGA,11350,Byron (A),1_108,Local Government Area Profile,,Total businesses,count,"4,666","8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2019-06-01,LGA,11350,Byron (A),1_109,Local Government Area Profile,,Small business,count,"4,580","8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2016-12-31,LGA,11350,Byron (A),1_110,Local Government Area Profile,,1st largest industry,,Health care and social assistance,"ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,11350,Byron (A),1_111,Local Government Area Profile,,2nd largest industry,,Accommodation and food services,"ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,11350,Byron (A),1_112,Local Government Area Profile,,3rd largest industry,,Retail trade,"ABS Census of Popluation and Housing, 2016",
2016-06-30,LGA,11350,Byron (A),1_113,Local Government Area Profile,,1st highest value product,,Fruit and nuts (excluding grapes),"7121.0 - Agricultural Comoddities, Australia, 2015-16",
